record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.unknown,record.heart_rate[bpm],record.cadence[rpm],record.fractional_cadence[rpm]
908739700,0,0,860.41,1098.0,2.678,100,157,89,0.5
908739701,0,0,863.12,1098.0,2.7060000000000004,100,157,89,0.5
908739702,0,0,865.86,1098.0,2.7430000000000003,100,157,89,0.5
908739703,0,0,868.71,1098.0,2.846,100,157,89,0.5
908739704,0,0,871.64,1098.0,2.9389999999999996,100,157,88,0.5
908739705,0,0,874.58,1098.0,2.9389999999999996,100,157,88,0.5
908739706,0,0,877.5,1098.0,2.9210000000000003,100,157,88,0.5
908739707,0,0,880.66,1098.0,3.154,100,157,88,0.5
908739708,0,0,883.89,1098.0,3.228,100,157,88,0.5
908739709,0,0,887.09,1098.0,3.2,100,157,88,0.5
908739710,0,0,890.32,1098.0,3.228,100,157,88,0.5
908739711,0,0,893.52,1098.0,3.2,100,157,88,0.5
908739712,0,0,896.73,1098.0,3.21,100,157,89,0.5
908739713,0,0,900.1,1098.0,3.3680000000000003,100,157,89,0.5
908739714,0,0,903.45,1098.0,3.359,100,157,89,0.5
908739715,0,0,906.78,1098.0,3.3310000000000004,100,157,89,0.5
908739716,0,0,910.11,1098.0,3.322,100,158,90,0.5
908739717,0,0,913.42,1098.0,3.312,100,158,90,0.5
908739718,0,0,916.74,1098.0,3.322,100,158,89,0.5
908739719,0,0,920.08,1098.0,3.34,100,158,89,0.5
908739720,0,0,923.44,1098.0,3.359,100,158,89,0.5
908739721,0,0,926.81,1098.0,3.3680000000000003,100,158,89,0.5
908739722,0,0,930.2,1098.0,3.3960000000000004,100,158,90,0.5
908739723,0,0,933.52,1098.0,3.312,100,158,90,0.5
908739724,0,0,936.75,1098.0,3.238,100,158,89,0.5
908739725,0,0,939.92,1098.0,3.1630000000000003,100,158,89,0.5
908739726,0,0,943.02,1098.0,3.0980000000000003,100,158,89,0.5
908739727,0,0,946.07,1098.0,3.051,100,158,89,0.5
908739728,0,0,949.09,1098.0,3.023,100,158,89,0.5
908739729,0,0,952.09,1098.0,3.0039999999999996,100,158,89,0.5
908739730,0,0,955.09,1098.0,2.995,100,158,89,0.5
908739731,0,0,958.07,1098.0,2.986,100,158,89,0.5
908739732,0,0,961.06,1098.0,2.986,100,158,89,0.5
908739733,0,0,964.04,1098.0,2.9760000000000004,100,158,89,0.5
908739734,0,0,967.01,1098.0,2.9760000000000004,100,158,89,0.5
908739735,0,0,969.98,1098.0,2.967,100,158,89,0.5
908739736,0,0,972.96,1098.0,2.967,100,158,89,0.5
908739737,0,0,975.91,1098.0,2.958,100,158,89,0.5
908739738,0,0,978.85,1098.0,2.948,100,158,89,0.5
908739739,0,0,981.8,1098.0,2.9389999999999996,100,158,89,0.5
908739740,0,0,984.71,1098.0,2.9210000000000003,100,158,89,0.5
908739741,0,0,987.61,1098.0,2.8930000000000002,100,158,89,0.5
908739742,0,0,990.48,1098.0,2.8739999999999997,100,158,88,0.5
908739743,0,0,993.35,1098.0,2.8739999999999997,100,158,88,0.5
908739744,0,0,996.23,1098.0,2.8739999999999997,100,158,88,0.5
908739745,0,0,999.11,1098.0,2.883,100,158,89,0.5
908739746,0,0,1002.0,1098.0,2.8930000000000002,100,158,89,0.5
908739747,0,0,1004.96,1098.0,2.958,100,158,89,0.5
908739748,0,0,1007.99,1098.0,3.032,100,158,89,0.5
908739749,0,0,1011.09,1098.0,3.0980000000000003,100,158,89,0.5
908739750,0,0,1014.26,1098.0,3.1630000000000003,100,158,89,0.5
908739751,0,0,1017.44,1098.0,3.182,100,158,89,0.5
908739752,0,0,1020.89,1098.0,3.452,100,158,89,0.5
908739753,0,0,1024.24,1098.0,3.35,100,158,88,0.5
908739754,0,0,1027.55,1098.0,3.312,100,158,88,0.5
908739755,0,0,1030.85,1098.0,3.303,100,158,88,0.5
908739756,0,0,1034.16,1098.0,3.303,100,158,88,0.5
908739757,0,0,1037.48,1098.0,3.322,100,158,89,0.5
908739758,0,0,1040.81,1098.0,3.3310000000000004,100,158,89,0.5
908739759,0,0,1044.23,1098.0,3.415,100,158,88,0.5
908739760,0,0,1047.72,1098.0,3.49,100,158,88,0.5
908739761,0,0,1051.26,1098.0,3.5460000000000003,100,158,88,0.5
908739762,0,0,1054.76,1098.0,3.4989999999999997,100,158,88,0.5
908739763,0,0,1058.3,1098.0,3.536,100,158,89,0.5
908739764,0,0,1061.88,1098.0,3.583,100,158,89,0.5
908739765,0,0,1065.42,1098.0,3.536,100,158,89,0.5
908739766,0,0,1068.93,1098.0,3.5180000000000002,100,158,89,0.5
908739767,0,0,1072.39,1098.0,3.452,100,158,89,0.5
908739768,0,0,1075.84,1098.0,3.452,100,158,89,0.5
908739769,0,0,1079.29,1098.0,3.452,100,158,89,0.5
908739770,0,0,1082.72,1098.0,3.4339999999999997,100,158,89,0.5
908739771,0,0,1086.14,1098.0,3.415,100,158,89,0.5
908739772,0,0,1089.53,1098.0,3.387,100,158,88,0.5
908739773,0,0,1092.91,1098.0,3.387,100,158,88,0.5
908739774,0,0,1096.2,1098.0,3.284,100,158,88,0.5
908739775,0,0,1099.4,1098.0,3.2,100,158,89,0.5
908739776,0,0,1102.65,1098.0,3.2560000000000002,100,158,89,0.5
908739777,0,0,1105.91,1098.0,3.2560000000000002,100,158,89,0.5
908739778,0,0,1109.29,1098.0,3.378,100,158,89,0.5
908739779,0,0,1112.79,1098.0,3.4989999999999997,100,158,89,0.5
908739780,0,0,1116.38,1098.0,3.592,100,158,89,0.5
908739781,0,0,1120.03,1098.0,3.648,100,158,89,0.5
908739782,0,0,1123.71,1098.0,3.6860000000000004,100,158,89,0.5
908739783,0,0,1127.32,1098.0,3.611,100,158,89,0.5
908739784,0,0,1130.87,1098.0,3.5460000000000003,100,158,88,0.5
908739785,0,0,1134.34,1098.0,3.471,100,158,88,0.5
908739786,0,0,1137.89,1098.0,3.5460000000000003,100,158,88,0.5
908739787,0,0,1141.49,1098.0,3.602,100,158,88,0.5
908739788,0,0,1145.13,1098.0,3.639,100,158,89,0.5
908739789,0,0,1148.71,1098.0,3.583,100,158,89,0.5
908739790,0,0,1152.25,1098.0,3.536,100,158,89,0.5
908739791,0,0,1155.76,1098.0,3.508,100,158,89,0.5
908739792,0,0,1159.25,1098.0,3.4989999999999997,100,158,89,0.5
908739793,0,0,1162.73,1098.0,3.48,100,158,88,0.5
908739794,0,0,1166.11,1098.0,3.378,100,158,88,0.5
908739795,0,0,1169.4,1098.0,3.284,100,158,88,0.5
908739796,0,0,1172.71,1098.0,3.312,100,158,88,0.5
908739797,0,0,1175.93,1098.0,3.219,100,158,88,0.5
908739798,0,0,1179.18,1098.0,3.2560000000000002,100,158,88,0.5
908739799,0,0,1182.36,1098.0,3.1719999999999997,100,158,88,0.5
908739800,0,0,1185.48,1098.0,3.1260000000000003,100,158,88,0.5
908739801,0,0,1188.55,1098.0,3.07,100,158,88,0.5
