record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.unknown,record.heart_rate[bpm],record.cadence[rpm],record.fractional_cadence[rpm]
908721965,609399018,-1361800514,830.28,1087.0,3.7510000000000003,100,151,83,0.0
908721966,609399446,-1361800522,834.26,1087.2,3.76,100,151,83,0.0
908721967,609399872,-1361800524,838.23,1087.2,3.76,100,151,83,0.0
908721968,609400312,-1361800548,842.33,1087.2,3.76,100,151,83,0.0
908721969,609400758,-1361800543,846.49,1087.2,3.77,100,151,83,0.0
908721970,609401192,-1361800583,850.53,1087.2,3.77,100,151,83,0.0
908721971,609401616,-1361800619,854.49,1087.2,3.779,100,151,83,0.0
908721972,609402041,-1361800653,858.45,1087.2,3.779,100,151,83,0.0
908721973,609402482,-1361800678,862.56,1087.4,3.779,100,151,83,0.0
908721974,609402932,-1361800679,866.75,1087.4,3.779,100,151,83,0.0
908721975,609403330,-1361800694,870.45,1087.4,3.7880000000000003,100,151,83,0.0
908721976,609403743,-1361800726,874.29,1087.4,3.7880000000000003,100,151,82,0.0
908721977,609404173,-1361800759,878.3,1087.2,3.7880000000000003,100,151,83,0.0
908721978,609404584,-1361800781,882.14,1087.2,3.7880000000000003,100,151,83,0.0
908721979,609405015,-1361800825,886.16,1087.2,3.798,100,151,83,0.0
908721980,609405433,-1361800869,890.07,1087.0,3.798,100,151,83,0.0
908721981,609405854,-1361800910,894.0,1087.2,3.807,100,151,83,0.0
908721982,609406289,-1361800921,898.06,1087.0,3.807,100,151,84,0.0
908721983,609406677,-1361800945,901.66,1086.8,3.8160000000000003,100,151,84,0.0
908721984,609407089,-1361800964,905.5,1086.6,3.8160000000000003,100,151,83,0.0
908721985,609407492,-1361800994,909.26,1086.6,3.8160000000000003,100,151,83,0.0
908721986,609407905,-1361801024,913.11,1086.4,3.8160000000000003,100,151,83,0.0
908721987,609408327,-1361801032,917.04,1086.4,3.826,100,151,83,0.0
908721988,609408693,-1361801067,920.46,1086.4,3.826,100,151,83,0.0
908721989,609409112,-1361801104,924.35,1086.0,3.826,100,151,83,0.0
908721990,609409542,-1361801112,928.35,1085.8,3.826,100,151,83,0.0
908721991,609409945,-1361801113,932.1,1085.6,3.826,100,151,84,0.0
908721992,609410373,-1361801131,936.08,1085.6,3.826,100,151,84,0.0
908721993,609410784,-1361801166,939.91,1085.4,3.826,100,151,83,0.0
908721994,609411225,-1361801183,944.02,1085.2,3.835,100,151,83,0.0
908721995,609411695,-1361801170,948.39,1085.0,3.835,100,151,83,0.0
908721996,609412129,-1361801169,952.41,1084.8,3.844,100,151,83,0.0
908721997,609412564,-1361801180,956.46,1084.8,3.844,100,151,83,0.0
908721998,609412971,-1361801199,960.25,1084.8,3.8539999999999996,100,151,83,0.0
908721999,609413379,-1361801177,964.05,1084.8,3.8539999999999996,100,151,83,0.0
908722000,609413812,-1361801116,968.1,1084.8,3.8539999999999996,100,151,83,0.0
908722001,609414218,-1361801062,971.88,1084.8,3.8539999999999996,100,151,83,0.0
908722002,609414635,-1361801019,975.77,1084.8,3.8539999999999996,100,151,83,0.0
908722003,609415058,-1361800965,979.72,1084.8,3.8539999999999996,100,151,84,0.0
908722004,609415483,-1361800923,983.68,1084.6,3.8539999999999996,100,151,84,0.0
908722005,609415920,-1361800874,987.76,1084.4,3.863,100,151,83,0.0
908722006,609416312,-1361800796,991.43,1083.8,3.863,100,151,83,0.0
908722007,609416752,-1361800708,995.56,1083.6,3.863,100,151,84,0.0
908722008,609417180,-1361800619,999.56,1083.4,3.863,100,151,84,0.0
908722009,609417599,-1361800575,1003.47,1083.2,3.872,100,151,84,0.0
908722010,609418027,-1361800540,1007.45,1083.0,3.872,100,151,84,0.0
908722011,609418417,-1361800515,1011.08,1083.0,3.872,100,151,84,0.0
908722012,609418853,-1361800492,1015.13,1083.0,3.872,100,151,84,0.0
908722013,609419299,-1361800471,1019.27,1082.8,3.872,100,151,83,0.0
908722014,609419709,-1361800446,1023.07,1082.8,3.8819999999999997,100,151,83,0.0
908722015,609420127,-1361800432,1026.96,1082.8,3.8819999999999997,100,151,83,0.0
908722016,609420523,-1361800434,1030.64,1082.6,3.8819999999999997,100,151,83,0.0
908722017,609420960,-1361800413,1034.69,1082.6,3.8819999999999997,100,151,83,0.0
908722018,609421418,-1361800374,1038.95,1082.6,3.8819999999999997,100,151,83,0.0
908722019,609421829,-1361800303,1042.79,1082.6,3.891,100,151,83,0.0
908722020,609422278,-1361800164,1047.05,1082.4,3.891,100,151,83,0.0
908722021,609422706,-1361800017,1051.11,1082.4,3.891,100,151,83,0.0
908722022,609423130,-1361799829,1055.2,1082.2,3.9,100,151,83,0.0
908722023,609423522,-1361799569,1059.15,1082.2,3.9,100,151,84,0.0
908722024,609423879,-1361799189,1063.16,1082.0,3.9,100,151,84,0.0
908722025,609424128,-1361798678,1066.95,1082.0,3.9,100,151,83,0.0
908722026,609424216,-1361798042,1070.77,1081.8,3.9,100,151,83,0.0
908722027,609424227,-1361797371,1074.72,1081.8,3.9,100,151,84,0.0
